periode,nama_dosen,mata_kuliah,program studi,kategori_komentar,komentar,label_sentimen,comment_length_chars,komentar_cleaned,word_count,sentiment_model_label_raw,sentiment_model_score,sentiment_label,label
2024-2,REZA MAULANA,cloud computing,sistem informasi,open question,Untuk mata kuliah cloud computing tidak disarankan dilakukan di auditorium,,74,untuk mata kuliah cloud computing tidak disarankan dilakukan di auditorium,10,LABEL_0,0.9057283997535706,negatif,0
2024-2,Maulana Fakih Latief,jaringan komputer,sistem informasi,open question,"Secara umum, materi yang disampaikan dalam mata kuliah ini sangat bermanfaat dan sesuai dengan tujuan pembelajaran.",,115,secara umum materi yang disampaikan dalam mata kuliah ini sangat bermanfaat dan sesuai dengan tujuan pembelajaran,16,LABEL_1,0.9439375996589661,positif,1
2024-1,NASRUL,dasar dasar pemrograman,teknik informatika,kritik & saran,terus semangat dan selalu Istiqomah untuk menjalankan tugas yang diberikan oleh Allah amanah,,92,terus semangat dan selalu istiqomah untuk menjalankan tugas yang diberikan oleh allah amanah,13,LABEL_1,0.9748655557632446,positif,1
2024-2,TIFANNY NABARIAN,tata kelola teknologi informasi,sistem informasi,open question,Materi yang disampaikan dalam mata kuliah ini sudah sangat baik,,63,materi yang disampaikan dalam mata kuliah ini sudah sangat baik,10,LABEL_1,0.8866822123527527,positif,1
2024-2,SIROJUL MUNIR,pemrograman web 2,teknik informatika,kritik & saran,"Dosen sudah mengajar dengan cukup jelas. Kalau bisa, penjelasan nya jangan terlalu cepat",,88,dosen sudah mengajar dengan cukup jelas kalau bisa penjelasan nya jangan terlalu cepat,13,LABEL_0,0.9307101368904114,negatif,0
2024-2,TIFANNY NABARIAN,manajemen proyek,teknik informatika,kritik & saran,"Untuk dosen, saya sarankan agar penyampaian materi bisa lebih interaktif dengan diskusi kelompok dan penugasan proyek yang relevan dengan industri. Dosen juga bisa mengundang praktisi manajemen proyek TI untuk memberikan perspektif langsung dari lapangan. Evaluasi berkala terhadap pemahaman mahasiswa dan feedback yang konstruktif juga penting untuk meningkatkan kualitas pembelajaran. Dengan pendekatan ini, mahasiswa akan lebih siap menghadapi tantangan manajemen proyek di dunia kerja.",,489,untuk dosen saya sarankan agar penyampaian materi bisa lebih interaktif dengan diskusi kelompok dan penugasan proyek yang relevan dengan industri dosen juga bisa mengundang praktisi manajemen proyek ti untuk memberikan perspektif langsung dari lapangan evaluasi berkala terhadap pemahaman mahasiswa dan feedback yang konstruktif juga penting untuk meningkatkan kualitas pembelajaran dengan pendekatan ini mahasiswa akan lebih siap menghadapi tantangan manajemen proyek di dunia kerja,63,LABEL_1,0.90099036693573,positif,1
2024-1,SIROJUL MUNIR,pemrograman web 1,teknik informatika,kritik & saran,"tidak ada, dosen menyampaikan materi dengan sangat baik dan mudah dimengerti",,76,tidak ada dosen menyampaikan materi dengan sangat baik dan mudah dimengerti,11,LABEL_0,0.7916781306266785,negatif,0
2024-2,Maulana Fakih Latief,jaringan komputer,teknik informatika,kritik & saran,"Tidak ada, sudah cukup bagus",,28,tidak ada sudah cukup bagus,5,LABEL_0,0.6903228759765625,negatif,0
2024-2,Armiati,bahasa inggris 1,teknik informatika,open question,Buat Kelas Lebih Interaktif dan Partisipatif,,44,buat kelas lebih interaktif dan partisipatif,6,LABEL_1,0.945766270160675,positif,1
2024-2,TIFANNY NABARIAN,tata kelola teknologi informasi,sistem informasi,kritik & saran,Terima kasih banyak ibu atas dedikasinya dan ilmunya semoga bermanfaat bagi kita semua,,86,terima kasih banyak ibu atas dedikasinya dan ilmunya semoga bermanfaat bagi kita semua,13,LABEL_1,0.9877899885177612,positif,1
2024-2,SIROJUL MUNIR,pemrograman web 2,sistem informasi,open question,"matakuliah ini sangat dapat sedikit lumayan sulit untuk dipahami, tetapi pembeljarannya sangat penting dan jugaaa mata kuliah ini cukupp Praktikum sangat membantu dalam memahami konsep secara langsung dan meningkatkan keterampilan teknis mahasiswa.",,248,matakuliah ini sangat dapat sedikit lumayan sulit untuk dipahami tetapi pembeljarannya sangat penting dan jugaaa mata kuliah ini cukupp praktikum sangat membantu dalam memahami konsep secara langsung dan meningkatkan keterampilan teknis mahasiswa,32,LABEL_1,0.9330142736434937,positif,1
2024-1,Maulana Fakih Latief,sistem operasi,sistem informasi,open question,Jika mata kuliah ini ditambah dengan ice breaking yang berkaitan dengan pelajaran mata kuliah mungkin akan lebih seru.,,118,jika mata kuliah ini ditambah dengan ice breaking yang berkaitan dengan pelajaran mata kuliah mungkin akan lebih seru,18,LABEL_1,0.6499242782592773,positif,1
2024-1,NASRUL,dasar dasar pemrograman,teknik informatika,kritik & saran,semoga semester dua tidak di kasih paham ya pak,,47,semoga semester dua tidak di kasih paham ya pak,9,LABEL_0,0.8729231357574463,negatif,0
2024-2,LUKMAN ROSYIDI,jaringan komputer,teknik informatika,open question,"Menurut saya, mata kuliah ini sudah bagus. Materi yang disampaikan cukup mudah dipahami. Secara keseluruhan sudah baik",,118,menurut saya mata kuliah ini sudah bagus materi yang disampaikan cukup mudah dipahami secara keseluruhan sudah baik,17,LABEL_1,0.9780279397964478,positif,1
2024-1,Maulana Fakih Latief,pemrograman iot,teknik informatika,open question,Penjelasan kurang paham,,23,penjelasan kurang paham,3,LABEL_0,0.9847379326820374,negatif,0
2024-2,Armiati,bahasa inggris 1,teknik informatika,open question,Grammar untuk english class kalo bisa lebih diperdalam.,,55,grammar untuk english class kalo bisa lebih diperdalam,8,LABEL_0,0.7903802990913391,negatif,0
2024-1,AHMAD RIO ADRIANSYAH,natural language processing,teknik informatika,open question,saran dari saya mungkin kalo untuk offline mahasiswa per kelas nya jangan terlalu banyak,,88,saran dari saya mungkin kalo untuk offline mahasiswa per kelas nya jangan terlalu banyak,14,LABEL_0,0.8381683826446533,negatif,0
2024-1,AHMAD RIO ADRIANSYAH,natural language processing,teknik informatika,open question,Sudah cukup baik,,16,sudah cukup baik,3,LABEL_1,0.9049065709114075,positif,1
2024-2,REZA MAULANA,cloud computing,sistem informasi,open question,terlalu cepat penjelasan dan praktikumnya,,41,terlalu cepat penjelasan dan praktikumnya,5,LABEL_0,0.9787113070487976,negatif,0
2024-2,REZA MAULANA,cloud computing,teknik informatika,kritik & saran,"tidak ada, dosennya sudah bagus dan menguasai materi",,52,tidak ada dosennya sudah bagus dan menguasai materi,8,LABEL_0,0.851839005947113,negatif,0
2024-1,Maulana Fakih Latief,sistem operasi,sistem informasi,open question,"Matkul sistem operasi gampang gampang susah, harus teliti",,57,matkul sistem operasi gampang gampang susah harus teliti,8,LABEL_0,0.9781679511070251,negatif,0
2024-1,NASRUL,pemrograman web 1,teknik informatika,open question,"Sudah sangat bagus, Mengajar nya sangat detail dan informasi yang diberikan dosen sangat lengkap",,96,sudah sangat bagus mengajar nya sangat detail dan informasi yang diberikan dosen sangat lengkap,14,LABEL_1,0.9758009910583496,positif,1
2024-2,REZA MAULANA,cloud computing,sistem informasi,open question,Semoga mata kuliah ini bisa lebih baik lagi dari sebelumnya,,59,semoga mata kuliah ini bisa lebih baik lagi dari sebelumnya,10,LABEL_1,0.9606522917747498,positif,1
2024-2,REZA MAULANA,cloud computing,sistem informasi,open question,di bagian praktikum banyak kendala mungkin sedikit diperhatikan di bagain praktikumnya juga,,91,di bagian praktikum banyak kendala mungkin sedikit diperhatikan di bagain praktikumnya juga,12,LABEL_0,0.8644605278968811,negatif,0
2024-2,SALMAN EL FARISI,jaminan kualitas perangkat lunak,teknik informatika,open question,Seruu matkul nyaa,,17,seruu matkul nyaa,3,LABEL_1,0.6548072099685669,positif,1
2024-1,APRIL RUSTIANTO,jaringan nirkabel,teknik informatika,open question,"Saya salah memilih kelas malam, dan dosen mengharuskan menggunakan surat untuk perizinan",,88,saya salah memilih kelas malam dan dosen mengharuskan menggunakan surat untuk perizinan,12,LABEL_0,0.9812076091766357,negatif,0
2024-2,NASRUL,basis data,teknik informatika,kritik & saran,Trimakasih banyak pak,,21,trimakasih banyak pak,3,LABEL_1,0.9796527624130249,positif,1
2024-2,Maulana Fakih Latief,jaringan komputer,teknik informatika,open question,"sudah cukup baik hanya saja untuk semester ini pada matkul jarkom ruanganya kurang mendukung untuk memahami materi yang technical seperti ni, sehingga lebih sulit",,162,sudah cukup baik hanya saja untuk semester ini pada matkul jarkom ruanganya kurang mendukung untuk memahami materi yang technical seperti ni sehingga lebih sulit,24,LABEL_0,0.888667106628418,negatif,0
2024-2,REZA MAULANA,cloud computing,teknik informatika,kritik & saran,Kelas terlalu ramai dengan ruangan yang sempit,,46,kelas terlalu ramai dengan ruangan yang sempit,7,LABEL_0,0.9767753481864929,negatif,0
2024-1,IMAM HAROMAIN,big data,teknik informatika,open question,"bagus, saya suka dengan suasana kuliah yang serius",,50,bagus saya suka dengan suasana kuliah yang serius,8,LABEL_1,0.9895411133766174,positif,1
2024-1,LUKMAN ROSYIDI,sistem operasi,sistem informasi,open question,pembelajaran mudah di pahami dan praktikumnya sangat mudah di pahami bagi saya yang awam terhadap dunia tentgang komputr,,120,pembelajaran mudah di pahami dan praktikumnya sangat mudah di pahami bagi saya yang awam terhadap dunia tentgang komputr,18,LABEL_1,0.9818160533905029,positif,1
2024-2,Maulana Fakih Latief,jaringan komputer,teknik informatika,open question,mungkin tempat pembelajaran nya agak susah karna di rooftop jadi banyak yang gaa keliatan saat persentasi,,105,mungkin tempat pembelajaran nya agak susah karna di rooftop jadi banyak yang gaa keliatan saat persentasi,16,LABEL_0,0.9413394331932068,negatif,0
2024-1,Maulana Fakih Latief,pemrograman iot,teknik informatika,open question,"terlalu banyak mahasiswa untuk setiap kelasnya, sehingga yang duduk di bagian belakang sulit untuk melihat layar proyektor",,122,terlalu banyak mahasiswa untuk setiap kelasnya sehingga yang duduk di bagian belakang sulit untuk melihat layar proyektor,17,LABEL_0,0.9598856568336487,negatif,0
2024-1,ZAKI IMADUDDIN,pengolahan citra,teknik informatika,open question,Praktikum nya kurang,,20,praktikum nya kurang,3,LABEL_0,0.9756847620010376,negatif,0
2024-2,NASRUL,basis data,sistem informasi,kritik & saran,terima kasih sudah mengajarkan saya di mata kuliah basis data yang baik ini semoga kedepannya bisa lebih baik lagi.,,115,terima kasih sudah mengajarkan saya di mata kuliah basis data yang baik ini semoga kedepannya bisa lebih baik lagi,19,LABEL_1,0.9880130290985107,positif,1
2024-1,APRIL RUSTIANTO,routing & switching,teknik informatika,open question,Kinerja proses pembelajaran sangat baik,,39,kinerja proses pembelajaran sangat baik,5,LABEL_1,0.9477728009223938,positif,1
2024-1,SIROJUL MUNIR,pemrograman web 1,sistem informasi,kritik & saran,"Kadang-kadang penjelasan terasa terlalu cepat, sehingga beberapa mahasiswa kesulitan mengikuti. Mungkin bisa diperlambat",,120,kadang kadang penjelasan terasa terlalu cepat sehingga beberapa mahasiswa kesulitan mengikuti mungkin bisa diperlambat,14,LABEL_0,0.9208266139030457,negatif,0
2024-1,SALMAN EL FARISI,enterprise architecture integration,sistem informasi,kritik & saran,Terimakasih kepada bapak yang telah memberikan kami ilmu yang bermanfaat serta kelas yang sangat have fun dan menegangkan saat sesi spin wheel.,,143,terimakasih kepada bapak yang telah memberikan kami ilmu yang bermanfaat serta kelas yang sangat have fun dan menegangkan saat sesi spin wheel,22,LABEL_1,0.9904174208641052,positif,1
2024-2,REZA MAULANA,cloud computing,teknik informatika,kritik & saran,"Tidak ada, namun saya ingin berterimakasih atas ilmunya pak",,59,tidak ada namun saya ingin berterimakasih atas ilmunya pak,9,LABEL_1,0.7769469618797302,positif,1
2024-1,IMAM HAROMAIN,big data,sistem informasi,kritik & saran,saran untuk memilih asdos yang lebih aktif,,42,saran untuk memilih asdos yang lebih aktif,7,LABEL_0,0.7127354145050049,negatif,0
2024-1,TIFANNY NABARIAN,rekayasa perangkat lunak,teknik informatika,open question,Sehat selalu dosen terbaik,,26,sehat selalu dosen terbaik,4,LABEL_1,0.9912962913513184,positif,1
2024-1,REZA PRIMARDIANSYAH,dasar dasar pemrograman,teknik informatika,open question,baik dan mengayomi,,18,baik dan mengayomi,3,LABEL_1,0.9889294505119324,positif,1
2024-1,AHMAD RIO ADRIANSYAH,natural language processing,teknik informatika,open question,Untuk pemilihan asdos bisa yang lebih relevan dengan matkul yang sedang diampu,,78,untuk pemilihan asdos bisa yang lebih relevan dengan matkul yang sedang diampu,12,LABEL_0,0.8840349912643433,negatif,0
2024-1,REZA MAULANA,dasar dasar pemrograman,sistem informasi,kritik & saran,Agak kecepetan menerangkanya sehingga saya harus belajar sendiri lagi di rumah,,78,agak kecepetan menerangkanya sehingga saya harus belajar sendiri lagi di rumah,11,LABEL_0,0.8957697749137878,negatif,0
2024-2,TIFANNY NABARIAN,manajemen proyek,teknik informatika,open question,sudah cukup baik,,16,sudah cukup baik,3,LABEL_1,0.904906690120697,positif,1
2024-1,ISHOM MUHAMMAD DREHEM,sistem manajemen keamanan informasi,teknik informatika,open question,Mata kuliah Sistem Manajemen Keamanan Informasi sudah dilaksanakan dengan baik.,,79,mata kuliah sistem manajemen keamanan informasi sudah dilaksanakan dengan baik,10,LABEL_1,0.8578159809112549,positif,1
2024-1,ZAKI IMADUDDIN,pengolahan citra,teknik informatika,open question,"Mata kuliah ini sudah sangat baik, terutama dalam penyampaian materi yang jelas dan relevan.",,92,mata kuliah ini sudah sangat baik terutama dalam penyampaian materi yang jelas dan relevan,14,LABEL_1,0.9232787489891052,positif,1
2024-2,Maulana Fakih Latief,jaringan komputer,sistem informasi,kritik & saran,"kadang suasana kelas terasa agak pasif, jadi alangkah baiknya jika dosen lebih sering mengajak diskusi",,102,kadang suasana kelas terasa agak pasif jadi alangkah baiknya jika dosen lebih sering mengajak diskusi,15,LABEL_0,0.6047275066375732,negatif,0
2024-1,REZA MAULANA,dasar dasar pemrograman,sistem informasi,open question,yang ngbrol sering sering ditanya,,33,yang ngbrol sering sering ditanya,5,LABEL_0,0.9796956777572632,negatif,0
2024-1,AHMAD RIO ADRIANSYAH,matematika komputer,teknik informatika,open question,no comment matkul favorit,,25,no comment matkul favorit,4,LABEL_0,0.8066861033439636,negatif,0
2024-1,TIFANNY NABARIAN,rekayasa perangkat lunak,teknik informatika,kritik & saran,"saran dari saya si bu mungkin kalau emang di rooftop tidak bisa kelasnya, boleh bu di gedung b4 kebetulan kan itu ruang kela nya ruang kelas besar ya bu ada dua, jadi lebih enak gitu bu kalau ada kelas besar gini hehe terus jadi ibu pun bisa rolling kelas nya cuma 1 kali doang perpekan ggitu buu biar lebih enak",,312,saran dari saya si bu mungkin kalau emang di rooftop tidak bisa kelasnya boleh bu di gedung b4 kebetulan kan itu ruang kela nya ruang kelas besar ya bu ada dua jadi lebih enak gitu bu kalau ada kelas besar gini hehe terus jadi ibu pun bisa rolling kelas nya cuma 1 kali doang perpekan ggitu buu biar lebih enak,60,LABEL_0,0.7309631705284119,negatif,0
2024-1,ISHOM MUHAMMAD DREHEM,sistem manajemen keamanan informasi,teknik informatika,open question,Semogaa semester selanjutnya bisa offline,,41,semogaa semester selanjutnya bisa offline,5,LABEL_1,0.7967658042907715,positif,1
2024-2,NASRUL,basis data,sistem informasi,kritik & saran,sudah baik dan paham untuk di mengerti,,38,sudah baik dan paham untuk di mengerti,7,LABEL_1,0.9074314832687378,positif,1
2024-1,EFRIZAL ZAIDA,administrasi jaringan,teknik informatika,open question,mohon bapa maaf saat kelas berlangsung terkadang suaranya itu sangat kecil dan tidak begitu jelas semuanya terimakasih,,118,mohon bapa maaf saat kelas berlangsung terkadang suaranya itu sangat kecil dan tidak begitu jelas semuanya terimakasih,17,LABEL_0,0.8382073044776917,negatif,0
2024-1,ISHOM MUHAMMAD DREHEM,sistem manajemen keamanan informasi,teknik informatika,open question,Tolong upload materi di elena,,29,tolong upload materi di elena,5,LABEL_0,0.9577288627624512,negatif,0
2024-1,APRIL RUSTIANTO,jaringan nirkabel,teknik informatika,open question,"Perangkat untuk praktikum tidak semuany bisa, tolong sediakan jam diluar jadwal untuk praltikum yang belum selesai di jam kuliah",,128,perangkat untuk praktikum tidak semuany bisa tolong sediakan jam diluar jadwal untuk praltikum yang belum selesai di jam kuliah,19,LABEL_0,0.9923251867294312,negatif,0
2024-1,SIROJUL MUNIR,pemrograman web 1,teknik informatika,open question,sudah sangat baik,,17,sudah sangat baik,3,LABEL_1,0.9605308771133423,positif,1
2024-1,IMAM HAROMAIN,big data,sistem informasi,kritik & saran,kalo bisa seleksi dosen bukan hanya dari ilmunya tapi cara penyampainaya,,72,kalo bisa seleksi dosen bukan hanya dari ilmunya tapi cara penyampainaya,11,LABEL_0,0.7122094035148621,negatif,0
2024-1,RIZKIA NURINAYANTI,pembentukan karakter,teknik informatika,open question,"Mata kuliah ini bagus untuk mencari dan membentuk karakter pribadi masing-masing, terdapat ilmu yang dapat diambil dari mata kuliah ini.",,136,mata kuliah ini bagus untuk mencari dan membentuk karakter pribadi masing masing terdapat ilmu yang dapat diambil dari mata kuliah ini,21,LABEL_1,0.9702296853065491,positif,1
2024-1,TIFANNY NABARIAN,rekayasa perangkat lunak,teknik informatika,open question,"Mata kuliah Rekayasa Perangkat Lunak (RPL) ini penting banget buat bikin mahasiswa ngerti gimana cara bikin dan ngelola software yang bener. Supaya makin seru, dosennya bisa kasih proyek yang mirip sama kebutuhan nyata, biar mahasiswa belajar bikin analisis, desain, sampai implementasi yang sesuai kebutuhan. Selain itu, coba deh perbanyak praktik kerja tim pakai metode kekinian kayak Agile atau Scrum, jadi mahasiswa lebih siap kalau nanti kerja di industri.",,461,mata kuliah rekayasa perangkat lunak rpl ini penting banget buat bikin mahasiswa ngerti gimana cara bikin dan ngelola software yang bener supaya makin seru dosennya bisa kasih proyek yang mirip sama kebutuhan nyata biar mahasiswa belajar bikin analisis desain sampai implementasi yang sesuai kebutuhan selain itu coba deh perbanyak praktik kerja tim pakai metode kekinian kayak agile atau scrum jadi mahasiswa lebih siap kalau nanti kerja di industri,68,LABEL_1,0.965365469455719,positif,1
2024-2,EFRIZAL ZAIDA,keamanan komputer dan jaringan,teknik informatika,open question,Sudah cukup baik untuk materinya,,32,sudah cukup baik untuk materinya,5,LABEL_1,0.9044649004936218,positif,1
2024-2,TUBAGUS RIZKY DHARMAWAN,it disaster recovery,teknik infomatika,open question,"Sudah sangat bagus dan juga saran dari matkul ini adalah dikurangi dalam jeda saat kelas dimulai karena saat materi dijelaskan tiba tiba diam sejenak dan lanjut lagi, jadinya para mahasiswa bisa bingung atau hilang fokus jadinya",,228,sudah sangat bagus dan juga saran dari matkul ini adalah dikurangi dalam jeda saat kelas dimulai karena saat materi dijelaskan tiba tiba diam sejenak dan lanjut lagi jadinya para mahasiswa bisa bingung atau hilang fokus jadinya,36,LABEL_0,0.8547484278678894,negatif,0
2024-1,AHMAD RIO ADRIANSYAH,teori bahasa dan otomata,teknik informatika,kritik & saran,mungkin harus diperpelan penjelasannya karena materinya sangat rumit,,68,mungkin harus diperpelan penjelasannya karena materinya sangat rumit,8,LABEL_0,0.954621434211731,negatif,0
2024-1,REZA PRIMARDIANSYAH,dasar dasar pemrograman,teknik informatika,kritik & saran,penyampaiannya tolong diperjelas,,32,penyampaiannya tolong diperjelas,3,LABEL_0,0.9724747538566589,negatif,0
2024-1,AHMAD RIO ADRIANSYAH,teori bahasa dan otomata,teknik informatika,kritik & saran,tidak ada disen sang baik dan mejelaskan tepat pas matkul mulai,,63,tidak ada disen sang baik dan mejelaskan tepat pas matkul mulai,11,LABEL_0,0.9621325731277466,negatif,0
2024-2,ZAKI IMADUDDIN,kecerdasan artifisial,bisnis digital,open question,"Dosen sempat menyampaikan bahwa beliau sendiri belum sepenuhnya memahami hubungan antara mata kuliah ini dan jurusan kami, yang membuat kami semakin bingung mengenai arah dan relevansi materi.",,192,dosen sempat menyampaikan bahwa beliau sendiri belum sepenuhnya memahami hubungan antara mata kuliah ini dan jurusan kami yang membuat kami semakin bingung mengenai arah dan relevansi materi,27,LABEL_0,0.741994321346283,negatif,0
2024-2,REZA MAULANA,cloud computing,teknik informatika,open question,Sudah cukup baik untuk materi yang diberikan,,44,sudah cukup baik untuk materi yang diberikan,7,LABEL_1,0.8699971437454224,positif,1
2024-1,Maulana Fakih Latief,sistem operasi,teknik informatika,open question,sangat bermanfaat materinya,,27,sangat bermanfaat materinya,3,LABEL_1,0.9896450042724609,positif,1
2024-1,Maulana Fakih Latief,sistem operasi,sistem informasi,open question,untuk pak maulana fakih latief tetap semangat pak ngajar mahasiswa,,66,untuk pak maulana fakih latief tetap semangat pak ngajar mahasiswa,10,LABEL_1,0.9017586708068848,positif,1
2024-1,SIROJUL MUNIR,sistem informasi geografis,teknik informatika,open question,sistem absensi bisa lebih baik lagi,,35,sistem absensi bisa lebih baik lagi,6,LABEL_1,0.8416110277175903,positif,1
2024-1,Maulana Fakih Latief,sistem operasi,teknik informatika,open question,"Asik sih mata kuliah nya, apalagi diajar sama asdos yang tidak terlalu kaku jadinya pembelajaran nya mudah dipahami",,115,asik sih mata kuliah nya apalagi diajar sama asdos yang tidak terlalu kaku jadinya pembelajaran nya mudah dipahami,18,LABEL_1,0.9849356412887573,positif,1
2024-1,SALMAN EL FARISI,jaminan kualitas sistem informasi,sistem informasi,open question,"seru dosennya, cara penyampaiannya juga bagus, kalo ujian juga pasti ngga jauh2 dari quiz, jadi enak belajarnyaa",,112,seru dosennya cara penyampaiannya juga bagus kalo ujian juga pasti ngga jauh2 dari quiz jadi enak belajarnyaa,17,LABEL_1,0.9837357401847839,positif,1
2024-2,SIROJUL MUNIR,pemrograman web 2,sistem informasi,kritik & saran,"tidak ada, dosennya baik",,24,tidak ada dosennya baik,4,LABEL_0,0.9346006512641907,negatif,0
2024-1,IMAM HAROMAIN,big data,sistem informasi,kritik & saran,alhamdulillah belum ada karena sudah sangat baik terima kasih untuk para dosen dan para asdos kami bukan apa apa tanpa kalian,,125,alhamdulillah belum ada karena sudah sangat baik terima kasih untuk para dosen dan para asdos kami bukan apa apa tanpa kalian,21,LABEL_1,0.8545002341270447,positif,1
2024-1,LUKMAN ROSYIDI,sistem operasi,sistem informasi,open question,Mata kuliah ini sangat membantu mahasiswa dalam mempelajari sistem operasi lebih lanjut lagi.,,93,mata kuliah ini sangat membantu mahasiswa dalam mempelajari sistem operasi lebih lanjut lagi,13,LABEL_1,0.9525722861289978,positif,1
2024-2,Maulana Fakih Latief,jaringan komputer,teknik informatika,kritik & saran,Dosen sudah menjelaskan dengan cukup baik dan sabar. Terima kasih atas bimbingannya selama ini.,,95,dosen sudah menjelaskan dengan cukup baik dan sabar terima kasih atas bimbingannya selama ini,14,LABEL_1,0.8928331136703491,positif,1
2024-1,AHMAD RIO ADRIANSYAH,natural language processing,teknik informatika,open question,"Tidak ada, sudah sangat baik.",,29,tidak ada sudah sangat baik,5,LABEL_0,0.6686217784881592,negatif,0
2024-1,SIROJUL MUNIR,data mining ,teknik informatika,open question,"Praktikum di awal cukup membuat mahasiswa pusing apa yang sedang dikerjakan, karena itu tolong buat sesi praktikum setelah sesi materj",,134,praktikum di awal cukup membuat mahasiswa pusing apa yang sedang dikerjakan karena itu tolong buat sesi praktikum setelah sesi materj,20,LABEL_0,0.9466131925582886,negatif,0
2024-2,SIROJUL MUNIR,pemrograman web 2,sistem informasi,open question,Semoga bisa lebih berkembang lagi untuk kedepannya dalam segi pembelajaran,,74,semoga bisa lebih berkembang lagi untuk kedepannya dalam segi pembelajaran,10,LABEL_1,0.9786359667778015,positif,1
2024-1,IMAM HAROMAIN,big data,sistem informasi,open question,Mata kuliah ini sangat bermanfaat,,33,mata kuliah ini sangat bermanfaat,5,LABEL_1,0.9820008873939514,positif,1
2024-2,REZA MAULANA,cloud computing,teknik informatika,kritik & saran,kelas nya di pisah,,18,kelas nya di pisah,4,LABEL_0,0.9901210069656372,negatif,0
2024-1,LUKMAN ROSYIDI,sistem operasi,sistem informasi,kritik & saran,semoga lebih baik lagi kedepannya,,33,semoga lebih baik lagi kedepannya,5,LABEL_1,0.979437530040741,positif,1
2024-2,REZA MAULANA,cloud computing,teknik informatika,open question,sangat seru tidak ada halangan apa pun alhamdulila,,50,sangat seru tidak ada halangan apa pun alhamdulila,8,LABEL_1,0.9664167761802673,positif,1
2024-1,IMAM HAROMAIN,big data,teknik informatika,open question,Masukan untuk tetap mengabari mahasiswa melalui grup mata kuliah,,64,masukan untuk tetap mengabari mahasiswa melalui grup mata kuliah,9,LABEL_0,0.9426862597465515,negatif,0
2024-2,Maulana Fakih Latief,jaringan komputer,sistem informasi,kritik & saran,"Secara keseluruhan penjelasan dosen sudah jelas. Namun, akan lebih baik jika dosen memberikan sedikit waktu untuk tanya jawab di akhir pertemuan",,144,secara keseluruhan penjelasan dosen sudah jelas namun akan lebih baik jika dosen memberikan sedikit waktu untuk tanya jawab di akhir pertemuan,21,LABEL_0,0.6038323640823364,negatif,0
2024-2,REZA MAULANA,cloud computing,teknik informatika,open question,"Pada saat praktikum biasanya dilakukan dengan asisten dosen, tapi dengan suasana kelas yang di gabung dari beberapa rombel maka situasi nya menjadi kurang kondusif. Maka saran untuk kedepannya praktikum diadakan bagaimana caranya menjadi kondusif, karena dengan suasana kelas yang seperti itu dan asisten dosen pun menjelaskan secara bertele-tele maka sulit untuk di ikuti",,372,pada saat praktikum biasanya dilakukan dengan asisten dosen tapi dengan suasana kelas yang di gabung dari beberapa rombel maka situasi nya menjadi kurang kondusif maka saran untuk kedepannya praktikum diadakan bagaimana caranya menjadi kondusif karena dengan suasana kelas yang seperti itu dan asisten dosen pun menjelaskan secara bertele tele maka sulit untuk di ikuti,54,LABEL_0,0.8855901956558228,negatif,0
2024-1,SIROJUL MUNIR,sistem informasi geografis,teknik informatika,kritik & saran,"Tidak ada, terimakasih.",,23,tidak ada terimakasih,3,LABEL_0,0.8688358068466187,negatif,0
2024-1,TUBAGUS RIZKY DHARMAWAN,digital forensic,teknik informatika,kritik & saran,"saran dari saya untuk Dosen mata kuliah Digital Forensics pada semester iini, disarankan agar materi, slide PPT, dan juga rekaman materi jika ada dapat diunggah secara rutin pada tiap pertemuan menuju platform elena. agar materi yang disampaikan dapat menjadi bahan referensi pembelajaran bagi mahasiswa, yang hasil akhirnya dapat menambah peluang nilai lebih baik, yang dapat mendongkrak akreditasi DOsen dan juga almamater kampus",,431,saran dari saya untuk dosen mata kuliah digital forensics pada semester iini disarankan agar materi slide ppt dan juga rekaman materi jika ada dapat diunggah secara rutin pada tiap pertemuan menuju platform elena agar materi yang disampaikan dapat menjadi bahan referensi pembelajaran bagi mahasiswa yang hasil akhirnya dapat menambah peluang nilai lebih baik yang dapat mendongkrak akreditasi dosen dan juga almamater kampus,62,LABEL_1,0.7723801732063293,positif,1
2024-1,LUKMAN ROSYIDI,sistem operasi,sistem informasi,open question,Mata kuliah ini sangat bermanfaat untuk kami yg baru belajar teknologi,,70,mata kuliah ini sangat bermanfaat untuk kami yg baru belajar teknologi,11,LABEL_1,0.9596941471099854,positif,1
2024-1,AHMAD RIO ADRIANSYAH,natural language preprocessing,teknik informatika,kritik & saran,kurangi jam matakuliah online saja,,34,kurangi jam matakuliah online saja,5,LABEL_0,0.9736435413360596,negatif,0
2024-1,TIFANNY NABARIAN,rekayasa perangkat lunak,teknik informatika,open question,"Perkuliahan mata kuliah RPL sudah sangat baik, materi yang di jelaskan juga sudah sangat jelas. masukan dari saya pembagian kelompok lebih diperhatikan kembali sehingga tidak berat sebelah dan agar lebih adil",,208,perkuliahan mata kuliah rpl sudah sangat baik materi yang di jelaskan juga sudah sangat jelas masukan dari saya pembagian kelompok lebih diperhatikan kembali sehingga tidak berat sebelah dan agar lebih adil,31,LABEL_1,0.7686604857444763,positif,1
2024-1,Maulana Fakih Latief,sistem operasi,teknik informatika,kritik & saran,"sudah sangat baik, terimakasih bapak",,36,sudah sangat baik terimakasih bapak,5,LABEL_1,0.9866748452186584,positif,1
